N,P,K,temperature,humidity,ph,rainfall,label
72,61,26,18,68,5,86.77,maize
73,35,38,26,80,6,240.76,rice
118,26,49,26,81,6,53.68,watermelon
58,63,52,43,92,6,103.34,papaya
20,38,20,29,86,6,38.8,mungbean
65,38,44,23,71,6,184.82,jute
103,26,30,24,62,6,148.6,coffee
21,9,40,24,90,5,105.62,pomegranate
49,72,15,31,67,7,74.87,blackgram
22,22,31,32,48,4,91.01,mango
66,44,20,19,69,6,80.73,maize
9,46,23,27,87,6,50.13,mungbean
9,59,22,28,86,7,36.95,mungbean
18,26,31,32,47,5,91.19,mango
31,128,201,16,82,6,72.06,grapes
70,54,36,22,82,5,272.0,rice
34,66,19,32,60,7,73.45,blackgram
22,55,16,21,69,5,183.75,pigeonpeas
23,23,27,34,51,5,97.31,mango
63,34,23,22,62,5,61.9,maize
4,40,21,28,80,6,44.3,mungbean
101,70,48,25,75,6,116.55,banana
104,14,49,26,87,6,59.92,watermelon
36,23,29,25,94,5,224.74,coconut
3,68,16,18,34,4,107.47,pigeonpeas
120,19,49,25,84,6,56.45,watermelon
68,51,23,23,61,5,64.48,maize
99,29,54,29,91,6,25.1,muskmelon
39,73,24,25,61,7,69.29,blackgram
72,45,36,25,82,5,195.23,rice
11,33,31,28,49,6,97.23,mango
6,30,40,22,91,6,106.97,pomegranate
122,48,16,24,75,6,61.83,cotton
48,65,78,17,14,7,73.09,chickpea
112,41,19,24,80,7,97.31,cotton
-1,26,33,25,95,5,192.95,coconut
80,26,55,24,88,6,49.12,watermelon
99,55,34,21,81,6,276.89,rice
82,20,54,29,90,6,21.45,muskmelon
4,36,22,27,86,7,43.8,mungbean
117,88,50,25,79,6,101.46,banana
31,51,25,27,85,7,53.02,mungbean
106,10,49,27,92,6,20.21,muskmelon
51,72,75,18,15,7,80.52,chickpea
71,41,37,24,81,6,174.71,jute
32,54,53,37,92,6,159.77,papaya
37,77,20,25,68,7,51.02,lentil
54,77,85,17,17,7,83.75,chickpea
89,28,33,26,53,6,175.37,coffee
27,38,28,32,50,6,98.5,mango
11,142,196,23,92,5,117.49,apple
21,45,18,31,52,8,73.76,mothbeans
104,25,55,29,90,6,22.69,muskmelon
118,18,51,28,90,6,22.54,muskmelon
25,64,19,32,32,4,104.21,pigeonpeas
71,52,43,26,73,6,180.25,jute
34,38,15,28,87,6,58.42,mungbean
4,23,5,22,93,7,110.33,orange
82,25,51,24,87,6,48.11,watermelon
103,27,31,27,51,6,126.18,coffee
7,16,9,18,92,7,114.67,orange
95,27,55,28,91,6,20.89,muskmelon
29,67,21,29,63,6,63.02,blackgram
71,58,23,18,69,5,89.29,maize
60,42,34,24,79,6,196.53,jute
39,24,14,30,90,7,106.07,orange
112,49,25,25,77,6,66.19,cotton
99,58,42,23,88,6,160.7,jute
54,61,77,18,15,6,77.54,chickpea
27,69,24,31,48,7,165.63,pigeonpeas
85,94,48,27,77,6,109.96,banana
45,55,52,42,91,6,75.9,papaya
5,55,18,33,46,7,127.87,pigeonpeas
30,61,17,27,66,6,52.35,lentil
95,12,46,26,81,6,54.65,watermelon
20,61,21,25,68,6,74.34,blackgram
36,43,24,27,43,3,41.54,mothbeans
35,56,19,31,44,7,74.11,mothbeans
114,27,28,24,57,7,192.87,coffee
119,30,28,26,64,6,163.63,coffee
13,121,196,22,93,6,120.16,apple
78,89,46,26,79,6,108.44,banana
25,130,197,39,82,5,74.92,grapes
33,47,17,24,48,8,63.92,mothbeans
108,93,45,27,83,6,90.55,banana
109,87,55,26,83,5,114.22,banana
6,138,196,25,81,6,74.03,grapes
115,11,46,24,89,6,40.32,watermelon
28,45,23,29,80,6,56.76,mungbean
33,59,21,20,24,5,99.88,kidneybeans
77,48,36,25,84,7,154.84,jute
6,140,199,25,82,6,74.35,grapes
17,55,16,27,44,5,70.68,mothbeans
9,48,20,29,84,6,56.1,mungbean
19,30,30,29,91,5,224.83,coconut
90,55,16,17,72,6,78.67,maize
106,71,54,29,83,6,115.04,banana
50,72,76,18,15,7,83.48,chickpea
16,76,23,31,36,6,99.91,pigeonpeas
85,51,45,26,82,7,266.15,rice
106,42,16,22,81,6,64.92,cotton
22,67,79,17,14,6,71.93,chickpea
110,48,25,25,78,6,64.67,cotton
86,37,16,20,59,5,67.61,maize
27,63,19,20,21,5,133.19,kidneybeans
0,15,8,30,94,7,114.59,orange
93,91,52,29,76,5,109.62,banana
23,58,19,24,58,5,59.19,mothbeans
91,81,52,28,76,5,102.34,banana
108,93,46,27,84,6,90.01,banana
20,79,76,18,15,7,75.45,chickpea
2,140,197,22,92,5,105.05,apple
3,9,44,23,89,6,104.78,pomegranate
69,47,40,25,76,6,183.83,jute
21,134,202,10,80,6,65.3,grapes
76,51,43,23,82,7,168.16,jute
66,53,41,25,80,7,256.53,rice
39,138,203,21,82,6,74.63,grapes
9,69,19,24,69,7,41.48,lentil
88,7,47,29,90,6,28.57,muskmelon
125,58,16,24,84,6,79.55,cotton
120,44,23,22,81,6,64.9,cotton
73,39,37,23,84,7,233.57,rice
26,68,23,37,38,5,161.26,pigeonpeas
91,92,53,27,79,6,96.19,banana
52,66,21,32,65,6,71.09,blackgram
82,75,55,27,78,6,92.16,banana
76,47,42,20,83,5,263.64,rice
31,68,45,42,90,6,196.24,papaya
22,54,20,33,69,7,58.8,blackgram
67,51,24,23,61,5,64.78,maize
88,55,44,24,81,7,252.98,rice
80,46,40,23,79,6,188.02,jute
45,47,55,38,91,6,118.51,papaya
89,25,34,23,63,7,129.88,coffee
17,56,21,19,20,5,61.29,kidneybeans
53,65,75,20,15,8,75.91,chickpea
91,56,37,23,80,6,268.59,rice
17,64,17,21,24,5,124.61,kidneybeans
1,66,22,19,57,4,172.62,pigeonpeas
34,29,8,31,91,6,105.34,orange
126,36,21,25,84,6,77.57,cotton
83,22,54,25,81,6,54.5,watermelon
118,21,34,24,64,7,119.63,coffee
34,66,17,18,21,5,125.08,kidneybeans
41,62,15,29,64,7,65.24,blackgram
26,8,30,26,98,6,221.68,coconut
99,54,35,21,80,6,277.95,rice
73,45,44,25,88,6,191.58,jute
3,49,18,27,64,3,32.68,mothbeans
18,12,9,12,92,6,120.14,orange
92,82,45,29,83,5,110.03,banana
110,25,54,28,90,6,23.44,muskmelon
40,78,20,19,20,5,80.15,kidneybeans
25,121,201,30,82,5,70.08,grapes
70,65,52,30,93,6,75.95,papaya
10,40,23,29,63,5,50.2,mothbeans
25,76,17,31,68,7,62.31,blackgram
31,142,203,8,83,5,66.97,grapes
88,54,44,25,83,6,233.13,rice
42,51,47,23,93,6,232.59,papaya
25,81,83,16,16,7,71.51,chickpea
100,74,52,25,81,5,96.48,banana
19,56,22,23,47,7,138.99,pigeonpeas
19,77,23,34,39,5,148.65,pigeonpeas
95,73,44,28,82,5,109.04,banana
38,15,30,28,48,5,97.01,mango
35,63,15,28,64,6,69.49,blackgram
77,48,41,20,83,5,263.72,rice
25,68,15,29,67,7,66.88,blackgram
38,21,35,20,89,5,110.97,pomegranate
62,43,17,19,65,6,71.96,maize
23,4,43,21,94,7,105.47,pomegranate
22,17,31,30,47,5,90.39,mango
68,43,18,23,73,5,93.99,maize
58,51,47,42,91,6,197.4,papaya
99,14,49,29,91,6,24.41,muskmelon
36,143,198,11,81,6,65.31,grapes
22,43,24,25,53,4,46.19,mothbeans
19,76,24,34,39,5,147.63,pigeonpeas
30,36,19,27,86,6,36.55,mungbean
82,46,41,23,79,6,187.31,jute
11,19,31,27,52,5,92.81,mango
94,68,48,25,85,6,91.49,banana
93,50,37,25,80,6,208.77,rice
6,46,19,29,79,6,40.67,mungbean
17,77,24,20,18,5,109.02,kidneybeans
108,90,54,29,83,5,108.76,banana
24,71,21,28,60,7,72.21,blackgram
99,70,46,26,82,5,100.51,banana
13,66,20,23,25,5,82.83,kidneybeans
69,51,23,22,72,6,106.62,maize
21,28,25,27,44,4,92.17,mango
87,46,36,23,80,7,190.76,jute
34,6,27,25,90,5,147.89,coconut
107,23,49,26,83,6,39.28,watermelon
113,39,24,24,85,6,92.04,cotton
5,56,24,24,45,5,188.49,pigeonpeas
8,26,36,18,87,6,101.64,pomegranate
32,14,37,22,88,6,104.68,pomegranate
49,69,82,18,15,7,81.79,chickpea
16,50,18,30,49,3,33.54,mothbeans
93,53,38,27,82,7,290.2,rice
35,17,24,32,51,5,97.59,mango
37,135,204,11,80,5,75.44,grapes
109,26,45,28,90,6,21.59,muskmelon
112,54,15,25,81,6,76.89,cotton
75,56,18,19,62,5,60.95,maize
10,132,197,15,81,5,74.4,grapes
8,16,6,12,90,7,108.42,orange
34,71,79,17,16,7,74.74,chickpea
